drug_name,drugbank_id,smpdb_id,pathway,category,uniprot_id
Ascorbic acid,DB00126,SMP0000006,Tyrosine Metabolism,metabolic,P32754
Ascorbic acid,DB00126,SMP0000170,Aromatic L-Aminoacid Decarboxylase Deficiency,disease,P09172
Ascorbic acid,DB00126,SMP0002295,The Oncogenic Action of Fumarate,disease,P10515
Ascorbic acid,DB00126,SMP0002295,The Oncogenic Action of Fumarate,disease,P21399
Ascorbic acid,DB00126,SMP0002295,The Oncogenic Action of Fumarate,disease,Q16665
Spermine,DB00127,SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,P19623
Aspartic acid,DB00128,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,Q9UI32
Aspartic acid,DB00128,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,Q9UI32
Aspartic acid,DB00128,SMP0000129,Malate-Aspartate Shuttle,metabolic,O75746
Aspartic acid,DB00128,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P00367
Aspartic acid,DB00128,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,Q9UI32
Aspartic acid,DB00128,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,Q9UI32
Aspartic acid,DB00128,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P00367
Aspartic acid,DB00128,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,Q9UI32
Aspartic acid,DB00128,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,Q9UI32
Aspartic acid,DB00128,SMP0000020,Arginine and Proline Metabolism,metabolic,P00367
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000009,Ammonia Recycling,metabolic,A8YXX4
Aspartic acid,DB00128,SMP0000430,Thioguanine Action Pathway,drug_action,P49915
Aspartic acid,DB00128,SMP0000430,Thioguanine Action Pathway,drug_action,P30520
Aspartic acid,DB00128,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P00367
Aspartic acid,DB00128,SMP0000429,Disulfiram Action Pathway,drug_action,P17174
Aspartic acid,DB00128,SMP0000429,Disulfiram Action Pathway,drug_action,P17174
Aspartic acid,DB00128,SMP0000427,Azathioprine Action Pathway,drug_action,P49915
Aspartic acid,DB00128,SMP0000427,Azathioprine Action Pathway,drug_action,P30520
Aspartic acid,DB00128,SMP0000428,Mercaptopurine Action Pathway,drug_action,P49915
Aspartic acid,DB00128,SMP0000428,Mercaptopurine Action Pathway,drug_action,P36959
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000006,Tyrosine Metabolism,metabolic,O43708
Aspartic acid,DB00128,SMP0000006,Tyrosine Metabolism,metabolic,O43708
Aspartic acid,DB00128,SMP0000493,"Carnosinuria, Carnosinemia",disease,Q9UBR1
Aspartic acid,DB00128,SMP0000493,"Carnosinuria, Carnosinemia",disease,Q9UBR1
Aspartic acid,DB00128,SMP0000009,Ammonia Recycling,metabolic,A8YXX4
Aspartic acid,DB00128,SMP0000050,Purine Metabolism,metabolic,O75414
Aspartic acid,DB00128,SMP0000050,Purine Metabolism,metabolic,Q96PN6
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000006,Tyrosine Metabolism,metabolic,O43708
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000144,Adenosine Deaminase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000144,Adenosine Deaminase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000385,Homocarnosinosis,disease,Q96EK6
Aspartic acid,DB00128,SMP0000020,Arginine and Proline Metabolism,metabolic,P00367
Aspartic acid,DB00128,SMP0000067,Aspartate Metabolism,metabolic,P08243
Aspartic acid,DB00128,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P00367
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P00367
Aspartic acid,DB00128,SMP0000067,Aspartate Metabolism,metabolic,P08243
Aspartic acid,DB00128,SMP0000072,Glutamate Metabolism,metabolic,Q96EK6
Aspartic acid,DB00128,SMP0000493,"Carnosinuria, Carnosinemia",disease,Q9UBR1
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,Q9UI32
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Aspartic acid,DB00128,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P00367
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75414
Aspartic acid,DB00128,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q96PN6
Ornithine,DB00129,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00367
Ornithine,DB00129,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00367
Ornithine,DB00129,SMP0000445,Spermidine and Spermine Biosynthesis,metabolic,P52788
Ornithine,DB00129,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P04181
Ornithine,DB00129,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00367
Ornithine,DB00129,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00367
Ornithine,DB00129,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P04181
Ornithine,DB00129,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00367
Ornithine,DB00129,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00367
Ornithine,DB00129,SMP0000020,Arginine and Proline Metabolism,metabolic,P04181
Ornithine,DB00129,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P04181
Ornithine,DB00129,SMP0000020,Arginine and Proline Metabolism,metabolic,P04181
Ornithine,DB00129,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P04181
Ornithine,DB00129,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P04181
Ornithine,DB00129,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00367
Ornithine,DB00129,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P04181
L-Glutamine,DB00130,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P31327
L-Glutamine,DB00130,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P31327
L-Glutamine,DB00130,SMP0000045,Amino Sugar Metabolism,metabolic,P06865
L-Glutamine,DB00130,SMP0000045,Amino Sugar Metabolism,metabolic,Q9BXD5
L-Glutamine,DB00130,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P31327
L-Glutamine,DB00130,SMP0000045,Amino Sugar Metabolism,metabolic,P06865
L-Glutamine,DB00130,SMP0000045,Amino Sugar Metabolism,metabolic,Q9BXD5
L-Glutamine,DB00130,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P31327
L-Glutamine,DB00130,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P31327
L-Glutamine,DB00130,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P31327
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000009,Ammonia Recycling,metabolic,P00367
L-Glutamine,DB00130,SMP0000430,Thioguanine Action Pathway,drug_action,P51580
L-Glutamine,DB00130,SMP0000430,Thioguanine Action Pathway,drug_action,P23109
L-Glutamine,DB00130,SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,Q06278
L-Glutamine,DB00130,SMP0000427,Azathioprine Action Pathway,drug_action,P51580
L-Glutamine,DB00130,SMP0000427,Azathioprine Action Pathway,drug_action,P23109
L-Glutamine,DB00130,SMP0000428,Mercaptopurine Action Pathway,drug_action,P51580
L-Glutamine,DB00130,SMP0000428,Mercaptopurine Action Pathway,drug_action,P30520
L-Glutamine,DB00130,SMP0000045,Amino Sugar Metabolism,metabolic,P06865
L-Glutamine,DB00130,SMP0000045,Amino Sugar Metabolism,metabolic,Q9BXD5
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,Q06278
L-Glutamine,DB00130,SMP0000009,Ammonia Recycling,metabolic,P00367
L-Glutamine,DB00130,SMP0000050,Purine Metabolism,metabolic,O75356
L-Glutamine,DB00130,SMP0000050,Purine Metabolism,metabolic,P33402
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
L-Glutamine,DB00130,SMP0000144,Adenosine Deaminase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000144,Adenosine Deaminase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000385,Homocarnosinosis,disease,Q9UJ70
L-Glutamine,DB00130,SMP0000067,Aspartate Metabolism,metabolic,O43776
L-Glutamine,DB00130,SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,Q06278
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000067,Aspartate Metabolism,metabolic,O43776
L-Glutamine,DB00130,SMP0000072,Glutamate Metabolism,metabolic,Q9UJ70
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P31327
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,O75356
L-Glutamine,DB00130,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,P33402
L-Glutamine,DB00130,SMP0000046,Pyrimidine Metabolism,metabolic,P27708
Adenosine phosphate,DB00131,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00505
Adenosine phosphate,DB00131,SMP0000033,Methionine Metabolism,metabolic,P35520
Adenosine phosphate,DB00131,SMP0000247,Azithromycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000013,Cysteine Metabolism,metabolic,Q16878
Adenosine phosphate,DB00131,SMP0000370,Tyrosinemia Type 3 (TYRO3),disease,P17735
Adenosine phosphate,DB00131,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00505
Adenosine phosphate,DB00131,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P30038
Adenosine phosphate,DB00131,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00505
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000070,Riboflavin Metabolism,metabolic,P14679
Adenosine phosphate,DB00131,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00505
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000076,Thiamine Metabolism,metabolic,Q9H3S4
Adenosine phosphate,DB00131,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P30038
Adenosine phosphate,DB00131,SMP0000248,Clarithromycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00505
Adenosine phosphate,DB00131,SMP0000016,Propanoate Metabolism,metabolic,O95822
Adenosine phosphate,DB00131,SMP0000016,Propanoate Metabolism,metabolic,P12694
Adenosine phosphate,DB00131,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00505
Adenosine phosphate,DB00131,SMP0000020,Arginine and Proline Metabolism,metabolic,P30038
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000009,Ammonia Recycling,metabolic,Q9UI32
Adenosine phosphate,DB00131,SMP0000250,Erythromycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000247,Azithromycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000291,Doxycycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000295,Lymecycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000635,Valproic Acid Metabolism Pathway,drug_metabolism,P11509
Adenosine phosphate,DB00131,SMP0000635,Valproic Acid Metabolism Pathway,drug_metabolism,P40939
Adenosine phosphate,DB00131,SMP0000430,Thioguanine Action Pathway,drug_action,P63000
Adenosine phosphate,DB00131,SMP0000430,Thioguanine Action Pathway,drug_action,P00813
Adenosine phosphate,DB00131,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P30038
Adenosine phosphate,DB00131,SMP0000729,Chloramphenicol Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000256,Neomycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000262,Clomocycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000253,Amikacin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000747,Zidovudine Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000712,Tigecycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000293,Oxytetracycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000290,Demeclocycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000740,Efavirenz Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,P00491
Adenosine phosphate,DB00131,SMP0000033,Methionine Metabolism,metabolic,P35520
Adenosine phosphate,DB00131,SMP0000745,Stavudine Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000711,Tobramycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000738,Delavirdine Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000294,Tetracycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000251,Roxithromycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000254,Gentamicin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000429,Disulfiram Action Pathway,drug_action,P32754
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000741,Emtricitabine Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000429,Disulfiram Action Pathway,drug_action,P32754
Adenosine phosphate,DB00131,SMP0000739,Didanosine Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000258,Spectinomycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000727,Methacycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000746,Zalcitabine Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000257,Netilmicin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000252,Telithromycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000427,Azathioprine Action Pathway,drug_action,P63000
Adenosine phosphate,DB00131,SMP0000427,Azathioprine Action Pathway,drug_action,P00813
Adenosine phosphate,DB00131,SMP0000292,Minocycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000428,Mercaptopurine Action Pathway,drug_action,P63000
Adenosine phosphate,DB00131,SMP0000428,Mercaptopurine Action Pathway,drug_action,P23109
Adenosine phosphate,DB00131,SMP0000737,Abacavir Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000259,Streptomycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000255,Kanamycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000249,Clindamycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000248,Clarithromycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000726,Rolitetracycline Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000731,Josamycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000714,Paromomycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000728,Lincomycin Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,P00491
Adenosine phosphate,DB00131,SMP0000559,Pyruvate Kinase Deficiency,disease,P30613
Adenosine phosphate,DB00131,SMP0000559,Pyruvate Kinase Deficiency,disease,P11177
Adenosine phosphate,DB00131,SMP0000177,Cystathionine beta-Synthase Deficiency,disease,P35520
Adenosine phosphate,DB00131,SMP0000009,Ammonia Recycling,metabolic,Q9UI32
Adenosine phosphate,DB00131,SMP0000050,Purine Metabolism,metabolic,Q5MY95
Adenosine phosphate,DB00131,SMP0000050,Purine Metabolism,metabolic,Q02153
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000739,Didanosine Action Pathway,drug_action,
Adenosine phosphate,DB00131,SMP0000177,Cystathionine beta-Synthase Deficiency,disease,P35520
Adenosine phosphate,DB00131,SMP0000029,Selenoamino Acid Metabolism,metabolic,Q99611
Adenosine phosphate,DB00131,SMP0000029,Selenoamino Acid Metabolism,metabolic,P19440
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000144,Adenosine Deaminase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000144,Adenosine Deaminase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000385,Homocarnosinosis,disease,P27708
Adenosine phosphate,DB00131,SMP0000020,Arginine and Proline Metabolism,metabolic,P30038
Adenosine phosphate,DB00131,SMP0000067,Aspartate Metabolism,metabolic,P00966
Adenosine phosphate,DB00131,SMP0000048,Nicotinate and Nicotinamide Metabolism,metabolic,P00491
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P30038
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000559,Pyruvate Kinase Deficiency,disease,P30613
Adenosine phosphate,DB00131,SMP0000559,Pyruvate Kinase Deficiency,disease,P11177
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000559,Pyruvate Kinase Deficiency,disease,P30613
Adenosine phosphate,DB00131,SMP0000559,Pyruvate Kinase Deficiency,disease,P11177
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,O95822
Adenosine phosphate,DB00131,SMP0000201,Methylmalonic Aciduria Due to Cobalamin-Related Disorders,disease,P12694
Adenosine phosphate,DB00131,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P30038
Adenosine phosphate,DB00131,SMP0000067,Aspartate Metabolism,metabolic,P00966
Adenosine phosphate,DB00131,SMP0000482,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,metabolic,P50416
Adenosine phosphate,DB00131,SMP0000482,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,metabolic,P42765
Adenosine phosphate,DB00131,SMP0000070,Riboflavin Metabolism,metabolic,P14679
Adenosine phosphate,DB00131,SMP0000072,Glutamate Metabolism,metabolic,P27708
Adenosine phosphate,DB00131,SMP0000076,Thiamine Metabolism,metabolic,Q9H3S4
Adenosine phosphate,DB00131,SMP0000177,Cystathionine beta-Synthase Deficiency,disease,P35520
Adenosine phosphate,DB00131,SMP0000073,Butyrate Metabolism,metabolic,P30084
Adenosine phosphate,DB00131,SMP0000223,Non-Ketotic Hyperglycinemia,disease,P23378
Adenosine phosphate,DB00131,SMP0000016,Propanoate Metabolism,metabolic,O95822
Adenosine phosphate,DB00131,SMP0000016,Propanoate Metabolism,metabolic,P12694
Adenosine phosphate,DB00131,SMP0000016,Propanoate Metabolism,metabolic,O95822
Adenosine phosphate,DB00131,SMP0000016,Propanoate Metabolism,metabolic,P12694
Adenosine phosphate,DB00131,SMP0000559,Pyruvate Kinase Deficiency,disease,P30613
Adenosine phosphate,DB00131,SMP0000559,Pyruvate Kinase Deficiency,disease,P11177
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000370,Tyrosinemia Type 3 (TYRO3),disease,P17735
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000518,Glucose-6-phosphate Dehydrogenase Deficiency,disease,P11413
Adenosine phosphate,DB00131,SMP0000518,Glucose-6-phosphate Dehydrogenase Deficiency,disease,P04075
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000044,Histidine Metabolism,metabolic,P50135
Adenosine phosphate,DB00131,SMP0000002,Carbamoyl Phosphate Synthetase Deficiency,disease,P00505
Adenosine phosphate,DB00131,SMP0000177,Cystathionine beta-Synthase Deficiency,disease,P35520
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
Adenosine phosphate,DB00131,SMP0000362,Arginine: Glycine Amidinotransferase Deficiency (AGAT Deficiency),disease,P30038
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q5MY95
Adenosine phosphate,DB00131,SMP0000167,Adenylosuccinate Lyase Deficiency,disease,Q02153
Adenosine phosphate,DB00131,SMP0000004,Glycine and Serine Metabolism,metabolic,P23378
